area,area_code,area_name,year,sort,category,MYE
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2008/2009,17,Other changes,30
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2008/2009,18,Migration and other changes,113
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2008/2009,19,End population,36247
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2008/2009,1,Starting population,89621
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2008/2009,2,Births,1504
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2008/2009,3,Deaths,685
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2008/2009,4,Natural Change,819
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2008/2009,5,Internal Inflows,1960
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2008/2009,6,Internal Outflows,1733
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2008/2009,7,Internal Net,227
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2008/2009,8,United Kingdom Inflows,438
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2008/2009,9,United Kingdom Outflows,389
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2008/2009,10,United Kingdom Net,49
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2008/2009,11,Rest of world Inflows,1039
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2008/2009,12,Rest of world Outflows,522
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2008/2009,13,Rest of world Net,517
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2008/2009,14,Total Inflows,3437
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2008/2009,15,Total Outflows,2644
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2008/2009,16,Total Net,793
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2008/2009,17,Other changes,-129
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2008/2009,18,Migration and other changes,664
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2008/2009,19,End population,91104
5. Former Local Government Districts (LGD1992),95MM,Derry,2008/2009,1,Starting population,108046
5. Former Local Government Districts (LGD1992),95MM,Derry,2008/2009,2,Births,1649
5. Former Local Government Districts (LGD1992),95MM,Derry,2008/2009,3,Deaths,750
5. Former Local Government Districts (LGD1992),95MM,Derry,2008/2009,4,Natural Change,899
5. Former Local Government Districts (LGD1992),95MM,Derry,2008/2009,5,Internal Inflows,1464
5. Former Local Government Districts (LGD1992),95MM,Derry,2008/2009,6,Internal Outflows,1663
5. Former Local Government Districts (LGD1992),95MM,Derry,2008/2009,7,Internal Net,-199
5. Former Local Government Districts (LGD1992),95MM,Derry,2008/2009,8,United Kingdom Inflows,697
5. Former Local Government Districts (LGD1992),95MM,Derry,2008/2009,9,United Kingdom Outflows,706
5. Former Local Government Districts (LGD1992),95MM,Derry,2008/2009,10,United Kingdom Net,-9
5. Former Local Government Districts (LGD1992),95MM,Derry,2008/2009,11,Rest of world Inflows,622
5. Former Local Government Districts (LGD1992),95MM,Derry,2008/2009,12,Rest of world Outflows,699
5. Former Local Government Districts (LGD1992),95MM,Derry,2008/2009,13,Rest of world Net,-77
5. Former Local Government Districts (LGD1992),95MM,Derry,2008/2009,14,Total Inflows,2783
5. Former Local Government Districts (LGD1992),95MM,Derry,2008/2009,15,Total Outflows,3068
5. Former Local Government Districts (LGD1992),95MM,Derry,2008/2009,16,Total Net,-285
5. Former Local Government Districts (LGD1992),95MM,Derry,2008/2009,17,Other changes,-283
5. Former Local Government Districts (LGD1992),95MM,Derry,2008/2009,18,Migration and other changes,-568
5. Former Local Government Districts (LGD1992),95MM,Derry,2008/2009,19,End population,108377
5. Former Local Government Districts (LGD1992),95NN,Down,2008/2009,1,Starting population,68887
5. Former Local Government Districts (LGD1992),95NN,Down,2008/2009,2,Births,970
5. Former Local Government Districts (LGD1992),95NN,Down,2008/2009,3,Deaths,566
5. Former Local Government Districts (LGD1992),95NN,Down,2008/2009,4,Natural Change,404
5. Former Local Government Districts (LGD1992),95NN,Down,2008/2009,5,Internal Inflows,1331
5. Former Local Government Districts (LGD1992),95NN,Down,2008/2009,6,Internal Outflows,1334
5. Former Local Government Districts (LGD1992),95NN,Down,2008/2009,7,Internal Net,-3
5. Former Local Government Districts (LGD1992),95NN,Down,2008/2009,8,United Kingdom Inflows,425
5. Former Local Government Districts (LGD1992),95NN,Down,2008/2009,9,United Kingdom Outflows,435
5. Former Local Government Districts (LGD1992),95NN,Down,2008/2009,10,United Kingdom Net,-10
5. Former Local Government Districts (LGD1992),95NN,Down,2008/2009,11,Rest of world Inflows,293
5. Former Local Government Districts (LGD1992),95NN,Down,2008/2009,12,Rest of world Outflows,240
5. Former Local Government Districts (LGD1992),95NN,Down,2008/2009,13,Rest of world Net,53
5. Former Local Government Districts (LGD1992),95NN,Down,2008/2009,14,Total Inflows,2049
5. Former Local Government Districts (LGD1992),95NN,Down,2008/2009,15,Total Outflows,2009
5. Former Local Government Districts (LGD1992),95NN,Down,2008/2009,16,Total Net,40
5. Former Local Government Districts (LGD1992),95NN,Down,2008/2009,17,Other changes,-58
5. Former Local Government Districts (LGD1992),95NN,Down,2008/2009,18,Migration and other changes,-18
5. Former Local Government Districts (LGD1992),95NN,Down,2008/2009,19,End population,69273
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2008/2009,1,Starting population,55288
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2008/2009,2,Births,917
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2008/2009,3,Deaths,423
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2008/2009,4,Natural Change,494
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2008/2009,5,Internal Inflows,1303
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2008/2009,6,Internal Outflows,1245
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2008/2009,7,Internal Net,58
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2008/2009,8,United Kingdom Inflows,202
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2008/2009,9,United Kingdom Outflows,224
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2008/2009,10,United Kingdom Net,-22
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2008/2009,11,Rest of world Inflows,1050
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2008/2009,12,Rest of world Outflows,519
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2008/2009,13,Rest of world Net,531
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2008/2009,14,Total Inflows,2555
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2008/2009,15,Total Outflows,1988
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2008/2009,16,Total Net,567
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2008/2009,17,Other changes,-29
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2008/2009,18,Migration and other changes,538
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2008/2009,19,End population,56320
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2008/2009,1,Starting population,60971
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2008/2009,2,Births,846
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2008/2009,3,Deaths,525
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2008/2009,4,Natural Change,321
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2008/2009,5,Internal Inflows,959
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2008/2009,6,Internal Outflows,1037
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2008/2009,7,Internal Net,-78
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2008/2009,8,United Kingdom Inflows,453
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2008/2009,9,United Kingdom Outflows,447
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2008/2009,10,United Kingdom Net,6
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2008/2009,11,Rest of world Inflows,578
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2008/2009,12,Rest of world Outflows,433
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2008/2009,13,Rest of world Net,145
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2008/2009,14,Total Inflows,1990
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2008/2009,15,Total Outflows,1917
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2008/2009,16,Total Net,73
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2008/2009,17,Other changes,-82
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2008/2009,18,Migration and other changes,-9
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2008/2009,19,End population,61283
5. Former Local Government Districts (LGD1992),95QQ,Larne,2008/2009,1,Starting population,31924
5. Former Local Government Districts (LGD1992),95QQ,Larne,2008/2009,2,Births,347
5. Former Local Government Districts (LGD1992),95QQ,Larne,2008/2009,3,Deaths,294
5. Former Local Government Districts (LGD1992),95QQ,Larne,2008/2009,4,Natural Change,53
5. Former Local Government Districts (LGD1992),95QQ,Larne,2008/2009,5,Internal Inflows,727
5. Former Local Government Districts (LGD1992),95QQ,Larne,2008/2009,6,Internal Outflows,705
5. Former Local Government Districts (LGD1992),95QQ,Larne,2008/2009,7,Internal Net,22
5. Former Local Government Districts (LGD1992),95QQ,Larne,2008/2009,8,United Kingdom Inflows,244
5. Former Local Government Districts (LGD1992),95QQ,Larne,2008/2009,9,United Kingdom Outflows,155
5. Former Local Government Districts (LGD1992),95QQ,Larne,2008/2009,10,United Kingdom Net,89
5. Former Local Government Districts (LGD1992),95QQ,Larne,2008/2009,11,Rest of world Inflows,86
5. Former Local Government Districts (LGD1992),95QQ,Larne,2008/2009,12,Rest of world Outflows,56
5. Former Local Government Districts (LGD1992),95QQ,Larne,2008/2009,13,Rest of world Net,30
5. Former Local Government Districts (LGD1992),95QQ,Larne,2008/2009,14,Total Inflows,1057
5. Former Local Government Districts (LGD1992),95QQ,Larne,2008/2009,15,Total Outflows,916
5. Former Local Government Districts (LGD1992),95QQ,Larne,2008/2009,16,Total Net,141
5. Former Local Government Districts (LGD1992),95QQ,Larne,2008/2009,17,Other changes,8
5. Former Local Government Districts (LGD1992),95QQ,Larne,2008/2009,18,Migration and other changes,149
5. Former Local Government Districts (LGD1992),95QQ,Larne,2008/2009,19,End population,32126
5. Former Local Government Districts (LGD1992),95RR,Limavady,2008/2009,1,Starting population,33363
5. Former Local Government Districts (LGD1992),95RR,Limavady,2008/2009,2,Births,435
5. Former Local Government Districts (LGD1992),95RR,Limavady,2008/2009,3,Deaths,193
5. Former Local Government Districts (LGD1992),95RR,Limavady,2008/2009,4,Natural Change,242
5. Former Local Government Districts (LGD1992),95RR,Limavady,2008/2009,5,Internal Inflows,557
5. Former Local Government Districts (LGD1992),95RR,Limavady,2008/2009,6,Internal Outflows,626
5. Former Local Government Districts (LGD1992),95RR,Limavady,2008/2009,7,Internal Net,-69
5. Former Local Government Districts (LGD1992),95RR,Limavady,2008/2009,8,United Kingdom Inflows,153
5. Former Local Government Districts (LGD1992),95RR,Limavady,2008/2009,9,United Kingdom Outflows,174
5. Former Local Government Districts (LGD1992),95RR,Limavady,2008/2009,10,United Kingdom Net,-21
5. Former Local Government Districts (LGD1992),95RR,Limavady,2008/2009,11,Rest of world Inflows,77
5. Former Local Government Districts (LGD1992),95RR,Limavady,2008/2009,12,Rest of world Outflows,137
5. Former Local Government Districts (LGD1992),95RR,Limavady,2008/2009,13,Rest of world Net,-60
5. Former Local Government Districts (LGD1992),95RR,Limavady,2008/2009,14,Total Inflows,787
5. Former Local Government Districts (LGD1992),95RR,Limavady,2008/2009,15,Total Outflows,937
5. Former Local Government Districts (LGD1992),95RR,Limavady,2008/2009,16,Total Net,-150
5. Former Local Government Districts (LGD1992),95RR,Limavady,2008/2009,17,Other changes,-199
5. Former Local Government Districts (LGD1992),95RR,Limavady,2008/2009,18,Migration and other changes,-349
5. Former Local Government Districts (LGD1992),95RR,Limavady,2008/2009,19,End population,33256
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2008/2009,1,Starting population,116242
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2008/2009,2,Births,1779
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2008/2009,3,Deaths,878
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2008/2009,4,Natural Change,901
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2008/2009,5,Internal Inflows,3296
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2008/2009,6,Internal Outflows,2902
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2008/2009,7,Internal Net,394
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2008/2009,8,United Kingdom Inflows,807
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2008/2009,9,United Kingdom Outflows,799
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2008/2009,10,United Kingdom Net,8
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2008/2009,11,Rest of world Inflows,525
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2008/2009,12,Rest of world Outflows,420
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2008/2009,13,Rest of world Net,105
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2008/2009,14,Total Inflows,4628
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2008/2009,15,Total Outflows,4121
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2008/2009,16,Total Net,507
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2008/2009,17,Other changes,329
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2008/2009,18,Migration and other changes,836
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2008/2009,19,End population,117979
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2008/2009,1,Starting population,43692
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2008/2009,2,Births,705
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2008/2009,3,Deaths,278
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2008/2009,4,Natural Change,427
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2008/2009,5,Internal Inflows,982
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2008/2009,6,Internal Outflows,1000
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2008/2009,7,Internal Net,-18
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2008/2009,8,United Kingdom Inflows,120
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2008/2009,9,United Kingdom Outflows,137
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2008/2009,10,United Kingdom Net,-17
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2008/2009,11,Rest of world Inflows,210
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2008/2009,12,Rest of world Outflows,213
